,Country/Region,Continent_Code,Continent_Name,Year-Month,Confirmed_Case,Deaths_Case,Recovered_Case,Confirmed_Perc_Change,Deaths_Perc_Change,Recovered_Perc_Change
0,Afghanistan,AS,Asia,2020-01-31,0,0,0,,,
1,Afghanistan,AS,Asia,2020-02-29,5,0,0,inf,,
2,Afghanistan,AS,Asia,2020-03-31,166,4,5,32.2,inf,inf
3,Afghanistan,AS,Asia,2020-04-30,1827,60,260,10.01,14.0,51.0
4,Afghanistan,AS,Asia,2020-05-31,15180,254,1328,7.31,3.23,4.11
5,Afghanistan,AS,Asia,2020-06-30,31445,739,14131,1.07,1.91,9.64
6,Afghanistan,AS,Asia,2020-07-31,36628,1275,25509,0.16,0.73,0.81
7,Afghanistan,AS,Asia,2020-08-31,38248,1406,29089,0.04,0.1,0.14
8,Afghanistan,AS,Asia,2020-09-30,39354,1462,32789,0.03,0.04,0.13
9,Afghanistan,AS,Asia,2020-10-31,41334,1533,34321,0.05,0.05,0.05
10,Afghanistan,AS,Asia,2020-12-31,52330,2189,41727,0.27,0.43,0.22
11,Afghanistan,AS,Asia,2021-01-31,55023,2400,47679,0.05,0.1,0.14
12,Afghanistan,AS,Asia,2021-02-28,55714,2443,49333,0.01,0.02,0.03
13,Afghanistan,AS,Asia,2021-03-31,56454,2484,51550,0.01,0.02,0.04
14,Afghanistan,AS,Asia,2021-04-30,59745,2625,53206,0.06,0.06,0.03
15,Afghanistan,AS,Asia,2021-05-31,71838,2944,57629,0.2,0.12,0.08
16,Afghanistan,AS,Asia,2021-06-30,118659,4871,71012,0.65,0.65,0.23
17,Afghanistan,AS,Asia,2021-07-31,147154,6708,82586,0.24,0.38,0.16
18,Afghanistan,AS,Asia,2021-08-31,153220,7118,0,0.04,0.06,-1.0
19,Afghanistan,AS,Asia,2021-09-30,155174,7204,0,0.01,0.01,
20,Afghanistan,AS,Asia,2021-10-31,156250,7280,0,0.01,0.01,
21,Afghanistan,AS,Asia,2021-11-06,156397,7284,0,0.0,0.0,
22,Albania,EU,Europe,2020-01-31,0,0,0,,,
23,Albania,EU,Europe,2020-02-29,0,0,0,,,
24,Albania,EU,Europe,2020-03-31,243,15,52,inf,inf,inf
25,Albania,EU,Europe,2020-04-30,773,31,470,2.18,1.07,8.04
26,Albania,EU,Europe,2020-05-31,1137,33,872,0.47,0.06,0.86
27,Albania,EU,Europe,2020-06-30,2535,62,1459,1.23,0.88,0.67
28,Albania,EU,Europe,2020-07-31,5276,157,2952,1.08,1.53,1.02
29,Albania,EU,Europe,2020-08-31,9513,284,5214,0.8,0.81,0.77
30,Albania,EU,Europe,2020-09-30,13649,387,7847,0.43,0.36,0.5
31,Albania,EU,Europe,2020-10-31,20875,509,11189,0.53,0.32,0.43
32,Albania,EU,Europe,2020-12-31,58316,1181,33634,1.79,1.32,2.01
33,Albania,EU,Europe,2021-01-31,78127,1380,47424,0.34,0.17,0.41
34,Albania,EU,Europe,2021-02-28,107167,1796,69773,0.37,0.3,0.47
35,Albania,EU,Europe,2021-03-31,125157,2235,91271,0.17,0.24,0.31
36,Albania,EU,Europe,2021-04-30,131085,2394,109338,0.05,0.07,0.2
37,Albania,EU,Europe,2021-05-31,132315,2451,129431,0.01,0.02,0.18
38,Albania,EU,Europe,2021-06-30,132521,2456,130009,0.0,0.0,0.0
39,Albania,EU,Europe,2021-07-31,133081,2457,130222,0.0,0.0,0.0
40,Albania,EU,Europe,2021-08-31,146387,2498,0,0.1,0.02,-1.0
41,Albania,EU,Europe,2021-09-30,170131,2698,0,0.16,0.08,
42,Albania,EU,Europe,2021-10-31,185300,2924,0,0.09,0.08,
43,Albania,EU,Europe,2021-11-06,187994,2948,0,0.01,0.01,
44,Algeria,AF,Africa,2020-01-31,0,0,0,,,
45,Algeria,AF,Africa,2020-02-29,1,0,0,inf,,
46,Algeria,AF,Africa,2020-03-31,716,44,46,715.0,inf,inf
47,Algeria,AF,Africa,2020-04-30,4006,450,1779,4.59,9.23,37.67
48,Algeria,AF,Africa,2020-05-31,9394,653,5748,1.34,0.45,2.23
49,Algeria,AF,Africa,2020-06-30,13907,912,9897,0.48,0.4,0.72
50,Algeria,AF,Africa,2020-07-31,30394,1210,20537,1.19,0.33,1.08
51,Algeria,AF,Africa,2020-08-31,44494,1510,31244,0.46,0.25,0.52
52,Algeria,AF,Africa,2020-09-30,51530,1736,36174,0.16,0.15,0.16
53,Algeria,AF,Africa,2020-10-31,57942,1964,40201,0.12,0.13,0.11
54,Algeria,AF,Africa,2020-12-31,99610,2756,67127,0.72,0.4,0.67
55,Algeria,AF,Africa,2021-01-31,107339,2891,73344,0.08,0.05,0.09
56,Algeria,AF,Africa,2021-02-28,113092,2983,78098,0.05,0.03,0.06
57,Algeria,AF,Africa,2021-03-31,117192,3093,81538,0.04,0.04,0.04
58,Algeria,AF,Africa,2021-04-30,122108,3253,85108,0.04,0.05,0.04
59,Algeria,AF,Africa,2021-05-31,128913,3472,89839,0.06,0.07,0.06
60,Algeria,AF,Africa,2021-06-30,139626,3716,97089,0.08,0.07,0.08
61,Algeria,AF,Africa,2021-07-31,171392,4254,115276,0.23,0.14,0.19
62,Algeria,AF,Africa,2021-08-31,196080,5269,0,0.14,0.24,-1.0
63,Algeria,AF,Africa,2021-09-30,203359,5812,0,0.04,0.1,
64,Algeria,AF,Africa,2021-10-31,206452,5920,0,0.02,0.02,
65,Algeria,AF,Africa,2021-11-06,207079,5941,0,0.0,0.0,
66,Andorra,EU,Europe,2020-01-31,0,0,0,,,
67,Andorra,EU,Europe,2020-02-29,0,0,0,,,
68,Andorra,EU,Europe,2020-03-31,376,12,10,inf,inf,inf
69,Andorra,EU,Europe,2020-04-30,745,42,468,0.98,2.5,45.8
70,Andorra,EU,Europe,2020-05-31,764,51,694,0.03,0.21,0.48
71,Andorra,EU,Europe,2020-06-30,855,52,799,0.12,0.02,0.15
72,Andorra,EU,Europe,2020-07-31,925,52,807,0.08,0.0,0.01
73,Andorra,EU,Europe,2020-08-31,1176,53,908,0.27,0.02,0.13
74,Andorra,EU,Europe,2020-09-30,2050,53,1432,0.74,0.0,0.58
75,Andorra,EU,Europe,2020-10-31,4756,75,3475,1.32,0.42,1.43
76,Andorra,EU,Europe,2020-12-31,8049,84,7432,0.69,0.12,1.14
77,Andorra,EU,Europe,2021-01-31,9937,101,9093,0.23,0.2,0.22
78,Andorra,EU,Europe,2021-02-28,10866,110,10446,0.09,0.09,0.15
79,Andorra,EU,Europe,2021-03-31,12010,115,11315,0.11,0.05,0.08
80,Andorra,EU,Europe,2021-04-30,13232,125,12684,0.1,0.09,0.12
81,Andorra,EU,Europe,2021-05-31,13727,127,13458,0.04,0.02,0.06
82,Andorra,EU,Europe,2021-06-30,13911,127,13720,0.01,0.0,0.02
83,Andorra,EU,Europe,2021-07-31,14678,128,14210,0.06,0.01,0.04
84,Andorra,EU,Europe,2021-08-31,15033,130,0,0.02,0.02,-1.0
85,Andorra,EU,Europe,2021-09-30,15222,130,0,0.01,0.0,
86,Andorra,EU,Europe,2021-10-31,15516,130,0,0.02,0.0,
87,Andorra,EU,Europe,2021-11-06,15618,130,0,0.01,0.0,
88,Angola,AF,Africa,2020-01-31,0,0,0,,,
89,Angola,AF,Africa,2020-02-29,0,0,0,,,
90,Angola,AF,Africa,2020-03-31,7,2,1,inf,inf,inf
91,Angola,AF,Africa,2020-04-30,27,2,7,2.86,0.0,6.0
92,Angola,AF,Africa,2020-05-31,86,4,18,2.19,1.0,1.57
93,Angola,AF,Africa,2020-06-30,284,13,93,2.3,2.25,4.17
94,Angola,AF,Africa,2020-07-31,1148,52,437,3.04,3.0,3.7
95,Angola,AF,Africa,2020-08-31,2654,108,1071,1.31,1.08,1.45
96,Angola,AF,Africa,2020-09-30,4972,183,1941,0.87,0.69,0.81
97,Angola,AF,Africa,2020-10-31,10805,284,4523,1.17,0.55,1.33
98,Angola,AF,Africa,2020-12-31,17553,405,11044,0.62,0.43,1.44
99,Angola,AF,Africa,2021-01-31,19796,466,18035,0.13,0.15,0.63
100,Angola,AF,Africa,2021-02-28,20807,508,19322,0.05,0.09,0.07
101,Angola,AF,Africa,2021-03-31,22311,537,20493,0.07,0.06,0.06
102,Angola,AF,Africa,2021-04-30,26652,596,23876,0.19,0.11,0.17
103,Angola,AF,Africa,2021-05-31,34551,766,28079,0.3,0.29,0.18
104,Angola,AF,Africa,2021-06-30,38849,900,33242,0.12,0.17,0.18
105,Angola,AF,Africa,2021-07-31,42777,1011,37255,0.1,0.12,0.12
106,Angola,AF,Africa,2021-08-31,47544,1217,0,0.11,0.2,-1.0
107,Angola,AF,Africa,2021-09-30,56583,1537,0,0.19,0.26,
108,Angola,AF,Africa,2021-10-31,64433,1710,0,0.14,0.11,
109,Angola,AF,Africa,2021-11-06,64654,1719,0,0.0,0.01,
110,Antigua and Barbuda,NA,North America,2020-01-31,0,0,0,,,
111,Antigua and Barbuda,NA,North America,2020-02-29,0,0,0,,,
112,Antigua and Barbuda,NA,North America,2020-03-31,7,0,0,inf,,
113,Antigua and Barbuda,NA,North America,2020-04-30,24,3,11,2.43,inf,inf
114,Antigua and Barbuda,NA,North America,2020-05-31,26,3,19,0.08,0.0,0.73
115,Antigua and Barbuda,NA,North America,2020-06-30,69,3,22,1.65,0.0,0.16
116,Antigua and Barbuda,NA,North America,2020-07-31,91,3,67,0.32,0.0,2.05
117,Antigua and Barbuda,NA,North America,2020-08-31,94,3,91,0.03,0.0,0.36
118,Antigua and Barbuda,NA,North America,2020-09-30,101,3,92,0.07,0.0,0.01
119,Antigua and Barbuda,NA,North America,2020-10-31,128,3,117,0.27,0.0,0.27
120,Antigua and Barbuda,NA,North America,2020-12-31,159,5,148,0.24,0.67,0.26
121,Antigua and Barbuda,NA,North America,2021-01-31,234,7,177,0.47,0.4,0.2
122,Antigua and Barbuda,NA,North America,2021-02-28,730,14,301,2.12,1.0,0.7
123,Antigua and Barbuda,NA,North America,2021-03-31,1136,28,820,0.56,1.0,1.72
124,Antigua and Barbuda,NA,North America,2021-04-30,1232,32,1014,0.08,0.14,0.24
125,Antigua and Barbuda,NA,North America,2021-05-31,1260,42,1213,0.02,0.31,0.2
126,Antigua and Barbuda,NA,North America,2021-06-30,1263,42,1221,0.0,0.0,0.01
127,Antigua and Barbuda,NA,North America,2021-07-31,1303,43,1235,0.03,0.02,0.01
128,Antigua and Barbuda,NA,North America,2021-08-31,1715,44,0,0.32,0.02,-1.0
129,Antigua and Barbuda,NA,North America,2021-09-30,3231,79,0,0.88,0.8,
130,Antigua and Barbuda,NA,North America,2021-10-31,4058,102,0,0.26,0.29,
131,Antigua and Barbuda,NA,North America,2021-11-06,4091,105,0,0.01,0.03,
132,Argentina,SA,South America,2020-01-31,0,0,0,,,
133,Argentina,SA,South America,2020-02-29,0,0,0,,,
134,Argentina,SA,South America,2020-03-31,1054,27,240,inf,inf,inf
135,Argentina,SA,South America,2020-04-30,4428,218,1256,3.2,7.07,4.23
136,Argentina,SA,South America,2020-05-31,16851,539,5336,2.81,1.47,3.25
137,Argentina,SA,South America,2020-06-30,64530,1307,22028,2.83,1.42,3.13
138,Argentina,SA,South America,2020-07-31,191302,3543,83780,1.96,1.71,2.8
139,Argentina,SA,South America,2020-08-31,417735,8660,301195,1.18,1.44,2.6
140,Argentina,SA,South America,2020-09-30,751001,16937,594645,0.8,0.96,0.97
141,Argentina,SA,South America,2020-10-31,1166924,31002,973939,0.55,0.83,0.64
142,Argentina,SA,South America,2020-12-31,1625514,43245,1426676,0.39,0.39,0.46
143,Argentina,SA,South America,2021-01-31,1927239,47974,1721650,0.19,0.11,0.21
144,Argentina,SA,South America,2021-02-28,2107365,51965,1905021,0.09,0.08,0.11
145,Argentina,SA,South America,2021-03-31,2348821,55858,2102616,0.11,0.07,0.1
146,Argentina,SA,South America,2021-04-30,2977363,63865,2634306,0.27,0.14,0.25
147,Argentina,SA,South America,2021-05-31,3781784,78093,3350602,0.27,0.22,0.27
148,Argentina,SA,South America,2021-06-30,4470374,94304,4076921,0.18,0.21,0.22
149,Argentina,SA,South America,2021-07-31,4929764,105721,4569552,0.1,0.12,0.12
150,Argentina,SA,South America,2021-08-31,5185620,111812,0,0.05,0.06,-1.0
151,Argentina,SA,South America,2021-09-30,5256902,115179,0,0.01,0.03,
152,Argentina,SA,South America,2021-10-31,5288807,115950,0,0.01,0.01,
153,Argentina,SA,South America,2021-11-06,5296188,116091,0,0.0,0.0,
154,Armenia,AS,Asia,2020-01-31,0,0,0,,,
155,Armenia,AS,Asia,2020-02-29,0,0,0,,,
156,Armenia,AS,Asia,2020-03-31,532,3,30,inf,inf,inf
157,Armenia,AS,Asia,2020-04-30,2066,32,929,2.88,9.67,29.97
158,Armenia,AS,Asia,2020-05-31,9282,131,3386,3.49,3.09,2.64
159,Armenia,AS,Asia,2020-06-30,25542,443,14048,1.75,2.38,3.15
160,Armenia,AS,Asia,2020-07-31,38550,738,28997,0.51,0.67,1.06
161,Armenia,AS,Asia,2020-08-31,43781,879,37722,0.14,0.19,0.3
162,Armenia,AS,Asia,2020-09-30,50359,959,44001,0.15,0.09,0.17
163,Armenia,AS,Asia,2020-10-31,89813,1341,55317,0.78,0.4,0.26
164,Armenia,AS,Asia,2020-12-31,159409,2823,142801,0.77,1.11,1.58
165,Armenia,AS,Asia,2021-01-31,167026,3080,157519,0.05,0.09,0.1
166,Armenia,AS,Asia,2021-02-28,172058,3192,163394,0.03,0.04,0.04
167,Armenia,AS,Asia,2021-03-31,192639,3515,173064,0.12,0.1,0.06
168,Armenia,AS,Asia,2021-04-30,216064,4108,198135,0.12,0.17,0.14
169,Armenia,AS,Asia,2021-05-31,222670,4438,213208,0.03,0.08,0.08
170,Armenia,AS,Asia,2021-06-30,225095,4514,216778,0.01,0.02,0.02
171,Armenia,AS,Asia,2021-07-31,230110,4614,219864,0.02,0.02,0.01
172,Armenia,AS,Asia,2021-08-31,242135,4844,0,0.05,0.05,-1.0
173,Armenia,AS,Asia,2021-09-30,261697,5319,0,0.08,0.1,
174,Armenia,AS,Asia,2021-10-31,308326,6328,0,0.18,0.19,
175,Armenia,AS,Asia,2021-11-06,319016,6628,0,0.03,0.05,
176,Australia,OC,Australia,2020-01-31,9,0,2,,,
177,Australia,OC,Australia,2020-02-29,25,0,11,1.78,,4.5
178,Australia,OC,Australia,2020-03-31,4559,18,358,181.36,inf,31.55
179,Australia,OC,Australia,2020-04-30,6766,93,5742,0.48,4.17,15.04
180,Australia,OC,Australia,2020-05-31,7202,103,6618,0.06,0.11,0.15
181,Australia,OC,Australia,2020-06-30,7920,104,7040,0.1,0.01,0.06
182,Australia,OC,Australia,2020-07-31,17280,201,9983,1.18,0.93,0.42
183,Australia,OC,Australia,2020-08-31,25819,657,18356,0.49,2.27,0.84
184,Australia,OC,Australia,2020-09-30,27096,888,21655,0.05,0.35,0.18
185,Australia,OC,Australia,2020-10-31,27595,907,22188,0.02,0.02,0.02
186,Australia,OC,Australia,2020-12-31,28425,909,22565,0.03,0.0,0.02
187,Australia,OC,Australia,2021-01-31,28818,909,22805,0.01,0.0,0.01
188,Australia,OC,Australia,2021-02-28,28978,909,22909,0.01,0.0,0.0
189,Australia,OC,Australia,2021-03-31,29322,909,23012,0.01,0.0,0.0
190,Australia,OC,Australia,2021-04-30,29811,910,23294,0.02,0.0,0.01
191,Australia,OC,Australia,2021-05-31,30118,910,23583,0.01,0.0,0.01
192,Australia,OC,Australia,2021-06-30,30643,910,23811,0.02,0.0,0.01
193,Australia,OC,Australia,2021-07-31,34383,924,24093,0.12,0.02,0.01
194,Australia,OC,Australia,2021-08-31,55093,1012,0,0.6,0.1,-1.0
195,Australia,OC,Australia,2021-09-30,107181,1311,0,0.95,0.3,
196,Australia,OC,Australia,2021-10-31,172030,1743,0,0.61,0.33,
197,Australia,OC,Australia,2021-11-06,180314,1815,0,0.05,0.04,
198,Austria,EU,Europe,2020-01-31,0,0,0,,,
199,Austria,EU,Europe,2020-02-29,9,0,0,inf,,
200,Austria,EU,Europe,2020-03-31,10180,128,1095,1130.11,inf,inf
201,Austria,EU,Europe,2020-04-30,15452,584,12907,0.52,3.56,10.79
202,Austria,EU,Europe,2020-05-31,16731,668,15593,0.08,0.14,0.21
203,Austria,EU,Europe,2020-06-30,17766,705,16478,0.06,0.06,0.06
204,Austria,EU,Europe,2020-07-31,21130,718,18758,0.19,0.02,0.14
205,Austria,EU,Europe,2020-08-31,27438,733,23226,0.3,0.02,0.24
206,Austria,EU,Europe,2020-09-30,44813,799,35644,0.63,0.09,0.53
207,Austria,EU,Europe,2020-10-31,104925,1109,67226,1.34,0.39,0.89
208,Austria,EU,Europe,2020-12-31,360815,6222,332952,2.44,4.61,3.95
209,Austria,EU,Europe,2021-01-31,414398,7721,392497,0.15,0.24,0.18
210,Austria,EU,Europe,2021-02-28,459440,8561,430415,0.11,0.11,0.1
211,Austria,EU,Europe,2021-03-31,546229,9339,501116,0.19,0.09,0.16
212,Austria,EU,Europe,2021-04-30,618870,10205,584777,0.13,0.09,0.17
213,Austria,EU,Europe,2021-05-31,644815,10603,628856,0.04,0.04,0.08
214,Austria,EU,Europe,2021-06-30,650412,10702,637751,0.01,0.01,0.01
215,Austria,EU,Europe,2021-07-31,659056,10737,643027,0.01,0.0,0.01
216,Austria,EU,Europe,2021-08-31,688305,10772,0,0.04,0.0,-1.0
217,Austria,EU,Europe,2021-09-30,743095,11009,0,0.08,0.02,
218,Austria,EU,Europe,2021-10-31,830981,11357,0,0.12,0.03,
219,Austria,EU,Europe,2021-11-06,875333,11482,0,0.05,0.01,
220,Azerbaijan,AS,Asia,2020-01-31,0,0,0,,,
221,Azerbaijan,AS,Asia,2020-02-29,0,0,0,,,
222,Azerbaijan,AS,Asia,2020-03-31,298,5,26,inf,inf,inf
223,Azerbaijan,AS,Asia,2020-04-30,1804,24,1325,5.05,3.8,49.96
224,Azerbaijan,AS,Asia,2020-05-31,5494,63,3428,2.05,1.62,1.59
225,Azerbaijan,AS,Asia,2020-06-30,17524,213,9715,2.19,2.38,1.83
226,Azerbaijan,AS,Asia,2020-07-31,31878,448,25882,0.82,1.1,1.66
227,Azerbaijan,AS,Asia,2020-08-31,36435,534,33847,0.14,0.19,0.31
228,Azerbaijan,AS,Asia,2020-09-30,40229,591,37954,0.1,0.11,0.12
229,Azerbaijan,AS,Asia,2020-10-31,55269,730,43543,0.37,0.24,0.15
230,Azerbaijan,AS,Asia,2020-12-31,218700,2641,184422,2.96,2.62,3.24
231,Azerbaijan,AS,Asia,2021-01-31,230219,3132,223315,0.05,0.19,0.21
232,Azerbaijan,AS,Asia,2021-02-28,234537,3220,228768,0.02,0.03,0.02
233,Azerbaijan,AS,Asia,2021-03-31,261713,3567,238125,0.12,0.11,0.04
234,Azerbaijan,AS,Asia,2021-04-30,319109,4517,289460,0.22,0.27,0.22
235,Azerbaijan,AS,Asia,2021-05-31,333956,4913,324565,0.05,0.09,0.12
236,Azerbaijan,AS,Asia,2021-06-30,336047,4974,330219,0.01,0.01,0.02
237,Azerbaijan,AS,Asia,2021-07-31,343849,5023,332926,0.02,0.01,0.01
238,Azerbaijan,AS,Asia,2021-08-31,424891,5636,0,0.24,0.12,-1.0
239,Azerbaijan,AS,Asia,2021-09-30,483902,6525,0,0.14,0.16,
240,Azerbaijan,AS,Asia,2021-10-31,531370,7074,0,0.1,0.08,
241,Azerbaijan,AS,Asia,2021-11-06,544650,7241,0,0.02,0.02,
242,Bahamas,NA,North America,2020-01-31,0,0,0,,,
243,Bahamas,NA,North America,2020-02-29,0,0,0,,,
244,Bahamas,NA,North America,2020-03-31,14,0,1,inf,,inf
245,Bahamas,NA,North America,2020-04-30,81,11,25,4.79,inf,24.0
246,Bahamas,NA,North America,2020-05-31,102,11,48,0.26,0.0,0.92
247,Bahamas,NA,North America,2020-06-30,104,11,87,0.02,0.0,0.81
248,Bahamas,NA,North America,2020-07-31,574,14,91,4.52,0.27,0.05
249,Bahamas,NA,North America,2020-08-31,2217,50,801,2.86,2.57,7.8
250,Bahamas,NA,North America,2020-09-30,4123,96,2206,0.86,0.92,1.75
251,Bahamas,NA,North America,2020-10-31,6714,144,4422,0.63,0.5,1.0
252,Bahamas,NA,North America,2020-12-31,7871,170,6230,0.17,0.18,0.41
253,Bahamas,NA,North America,2021-01-31,8174,176,6771,0.04,0.04,0.09
254,Bahamas,NA,North America,2021-02-28,8519,179,7309,0.04,0.02,0.08
255,Bahamas,NA,North America,2021-03-31,9119,188,8597,0.07,0.05,0.18
256,Bahamas,NA,North America,2021-04-30,10453,199,9494,0.15,0.06,0.1
257,Bahamas,NA,North America,2021-05-31,11796,230,10730,0.13,0.16,0.13
258,Bahamas,NA,North America,2021-06-30,12586,246,11544,0.07,0.07,0.08
259,Bahamas,NA,North America,2021-07-31,14840,287,12606,0.18,0.17,0.09
260,Bahamas,NA,North America,2021-08-31,18139,354,0,0.22,0.23,-1.0
261,Bahamas,NA,North America,2021-09-30,20984,531,0,0.16,0.5,
262,Bahamas,NA,North America,2021-10-31,22351,643,0,0.07,0.21,
263,Bahamas,NA,North America,2021-11-06,22485,657,0,0.01,0.02,
264,Bahrain,AS,Asia,2020-01-31,0,0,0,,,
265,Bahrain,AS,Asia,2020-02-29,41,0,0,inf,,
266,Bahrain,AS,Asia,2020-03-31,567,4,295,12.83,inf,inf
267,Bahrain,AS,Asia,2020-04-30,3040,8,1500,4.36,1.0,4.08
268,Bahrain,AS,Asia,2020-05-31,11398,19,6673,2.75,1.38,3.45
269,Bahrain,AS,Asia,2020-06-30,26758,87,21331,1.35,3.58,2.2
270,Bahrain,AS,Asia,2020-07-31,40982,147,37840,0.53,0.69,0.77
271,Bahrain,AS,Asia,2020-08-31,51972,190,49047,0.27,0.29,0.3
272,Bahrain,AS,Asia,2020-09-30,70864,251,64838,0.36,0.32,0.32
273,Bahrain,AS,Asia,2020-10-31,81645,321,78719,0.15,0.28,0.21
274,Bahrain,AS,Asia,2020-12-31,92675,352,90217,0.14,0.1,0.15
275,Bahrain,AS,Asia,2021-01-31,103057,375,98599,0.11,0.07,0.09
276,Bahrain,AS,Asia,2021-02-28,122394,449,115089,0.19,0.2,0.17
277,Bahrain,AS,Asia,2021-03-31,144445,521,135315,0.18,0.16,0.18
278,Bahrain,AS,Asia,2021-04-30,176934,646,165928,0.22,0.24,0.23
279,Bahrain,AS,Asia,2021-05-31,240531,980,211024,0.36,0.52,0.27
280,Bahrain,AS,Asia,2021-06-30,265827,1352,261287,0.11,0.38,0.24
281,Bahrain,AS,Asia,2021-07-31,269186,1384,266796,0.01,0.02,0.02
282,Bahrain,AS,Asia,2021-08-31,272540,1388,0,0.01,0.0,-1.0
283,Bahrain,AS,Asia,2021-09-30,275057,1389,0,0.01,0.0,
284,Bahrain,AS,Asia,2021-10-31,276829,1393,0,0.01,0.0,
285,Bahrain,AS,Asia,2021-11-06,277041,1393,0,0.0,0.0,
286,Bangladesh,AS,Asia,2020-01-31,0,0,0,,,
287,Bangladesh,AS,Asia,2020-02-29,0,0,0,,,
288,Bangladesh,AS,Asia,2020-03-31,51,5,25,inf,inf,inf
289,Bangladesh,AS,Asia,2020-04-30,7667,168,160,149.33,32.6,5.4
290,Bangladesh,AS,Asia,2020-05-31,47153,650,9781,5.15,2.87,60.13
291,Bangladesh,AS,Asia,2020-06-30,145483,1847,59624,2.09,1.84,5.1
292,Bangladesh,AS,Asia,2020-07-31,237661,3111,135136,0.63,0.68,1.27
293,Bangladesh,AS,Asia,2020-08-31,312996,4281,204887,0.32,0.38,0.52
294,Bangladesh,AS,Asia,2020-09-30,363479,5251,275487,0.16,0.23,0.34
295,Bangladesh,AS,Asia,2020-10-31,407684,5923,324145,0.12,0.13,0.18
296,Bangladesh,AS,Asia,2020-12-31,513510,7559,457459,0.26,0.28,0.41
297,Bangladesh,AS,Asia,2021-01-31,535139,8127,479744,0.04,0.08,0.05
298,Bangladesh,AS,Asia,2021-02-28,546216,8408,496924,0.02,0.03,0.04
299,Bangladesh,AS,Asia,2021-03-31,611295,9046,542099,0.12,0.08,0.09
300,Bangladesh,AS,Asia,2021-04-30,759132,11450,681426,0.24,0.27,0.26
301,Bangladesh,AS,Asia,2021-05-31,800540,12619,740372,0.05,0.1,0.09
302,Bangladesh,AS,Asia,2021-06-30,913258,14503,816250,0.14,0.15,0.1
303,Bangladesh,AS,Asia,2021-07-31,1249484,20685,1078212,0.37,0.43,0.32
304,Bangladesh,AS,Asia,2021-08-31,1500618,26195,0,0.2,0.27,-1.0
305,Bangladesh,AS,Asia,2021-09-30,1555911,27510,0,0.04,0.05,
306,Bangladesh,AS,Asia,2021-10-31,1569539,27868,0,0.01,0.01,
307,Bangladesh,AS,Asia,2021-11-06,1570835,27891,0,0.0,0.0,
308,Barbados,NA,North America,2020-01-31,0,0,0,,,
309,Barbados,NA,North America,2020-02-29,0,0,0,,,
310,Barbados,NA,North America,2020-03-31,34,0,0,inf,,
311,Barbados,NA,North America,2020-04-30,81,7,39,1.38,inf,inf
312,Barbados,NA,North America,2020-05-31,92,7,76,0.14,0.0,0.95
313,Barbados,NA,North America,2020-06-30,97,7,90,0.05,0.0,0.18
314,Barbados,NA,North America,2020-07-31,110,7,96,0.13,0.0,0.07
315,Barbados,NA,North America,2020-08-31,174,7,146,0.58,0.0,0.52
316,Barbados,NA,North America,2020-09-30,190,7,179,0.09,0.0,0.23
317,Barbados,NA,North America,2020-10-31,237,7,221,0.25,0.0,0.23
318,Barbados,NA,North America,2020-12-31,383,7,319,0.62,0.0,0.44
319,Barbados,NA,North America,2021-01-31,1545,14,1158,3.03,1.0,2.63
320,Barbados,NA,North America,2021-02-28,3068,33,2407,0.99,1.36,1.08
321,Barbados,NA,North America,2021-03-31,3652,42,3465,0.19,0.27,0.44
322,Barbados,NA,North America,2021-04-30,3855,44,3768,0.06,0.05,0.09
323,Barbados,NA,North America,2021-05-31,4017,47,3922,0.04,0.07,0.04
324,Barbados,NA,North America,2021-06-30,4081,47,3999,0.02,0.0,0.02
325,Barbados,NA,North America,2021-07-31,4390,48,4229,0.08,0.02,0.06
326,Barbados,NA,North America,2021-08-31,5032,50,0,0.15,0.04,-1.0
327,Barbados,NA,North America,2021-09-30,8381,74,0,0.67,0.48,
328,Barbados,NA,North America,2021-10-31,17763,153,0,1.12,1.07,
329,Barbados,NA,North America,2021-11-06,19831,172,0,0.12,0.12,
330,Belarus,EU,Europe,2020-01-31,0,0,0,,,
331,Belarus,EU,Europe,2020-02-29,1,0,0,inf,,
332,Belarus,EU,Europe,2020-03-31,152,1,47,151.0,inf,inf
333,Belarus,EU,Europe,2020-04-30,14027,89,2386,91.28,88.0,49.77
334,Belarus,EU,Europe,2020-05-31,42556,235,18514,2.03,1.64,6.76
335,Belarus,EU,Europe,2020-06-30,62118,392,46054,0.46,0.67,1.49
336,Belarus,EU,Europe,2020-07-31,67808,559,62444,0.09,0.43,0.36
337,Belarus,EU,Europe,2020-08-31,71843,681,70468,0.06,0.22,0.13
338,Belarus,EU,Europe,2020-09-30,78631,833,74525,0.09,0.22,0.06
339,Belarus,EU,Europe,2020-10-31,98482,980,86663,0.25,0.18,0.16
340,Belarus,EU,Europe,2020-12-31,194284,1424,175147,0.97,0.45,1.02
341,Belarus,EU,Europe,2021-01-31,248336,1718,235838,0.28,0.21,0.35
342,Belarus,EU,Europe,2021-02-28,287306,1976,277995,0.16,0.15,0.18
343,Belarus,EU,Europe,2021-03-31,321807,2247,312320,0.12,0.14,0.12
344,Belarus,EU,Europe,2021-04-30,358738,2542,349013,0.11,0.13,0.12
345,Belarus,EU,Europe,2021-05-31,394439,2851,385382,0.1,0.12,0.1
346,Belarus,EU,Europe,2021-06-30,417189,3143,409797,0.06,0.1,0.06
