,Country/Region,Continent_Code,Continent_Name,Year-Month,Confirmed_Case,Deaths_Case,Recovered_Case
0,Afghanistan,AS,Asia,2020-01-31,0,0,0
1,Afghanistan,AS,Asia,2020-02-29,5,0,0
2,Afghanistan,AS,Asia,2020-03-31,166,4,5
3,Afghanistan,AS,Asia,2020-04-30,1827,60,260
4,Afghanistan,AS,Asia,2020-05-31,15180,254,1328
5,Afghanistan,AS,Asia,2020-06-30,31445,739,14131
6,Afghanistan,AS,Asia,2020-07-31,36628,1275,25509
7,Afghanistan,AS,Asia,2020-08-31,38248,1406,29089
8,Afghanistan,AS,Asia,2020-09-30,39354,1462,32789
9,Afghanistan,AS,Asia,2020-10-31,41334,1533,34321
10,Afghanistan,AS,Asia,2020-12-31,52330,2189,41727
11,Afghanistan,AS,Asia,2021-01-31,55023,2400,47679
12,Afghanistan,AS,Asia,2021-02-28,55714,2443,49333
13,Afghanistan,AS,Asia,2021-03-31,56454,2484,51550
14,Afghanistan,AS,Asia,2021-04-30,59745,2625,53206
15,Afghanistan,AS,Asia,2021-05-31,71838,2944,57629
16,Afghanistan,AS,Asia,2021-06-30,118659,4871,71012
17,Afghanistan,AS,Asia,2021-07-31,147154,6708,82586
18,Afghanistan,AS,Asia,2021-08-31,153220,7118,0
19,Afghanistan,AS,Asia,2021-09-30,155174,7204,0
20,Afghanistan,AS,Asia,2021-10-31,156250,7280,0
21,Afghanistan,AS,Asia,2021-11-06,156397,7284,0
22,Albania,EU,Europe,2020-01-31,0,0,0
23,Albania,EU,Europe,2020-02-29,0,0,0
24,Albania,EU,Europe,2020-03-31,243,15,52
25,Albania,EU,Europe,2020-04-30,773,31,470
26,Albania,EU,Europe,2020-05-31,1137,33,872
27,Albania,EU,Europe,2020-06-30,2535,62,1459
28,Albania,EU,Europe,2020-07-31,5276,157,2952
29,Albania,EU,Europe,2020-08-31,9513,284,5214
30,Albania,EU,Europe,2020-09-30,13649,387,7847
31,Albania,EU,Europe,2020-10-31,20875,509,11189
32,Albania,EU,Europe,2020-12-31,58316,1181,33634
33,Albania,EU,Europe,2021-01-31,78127,1380,47424
34,Albania,EU,Europe,2021-02-28,107167,1796,69773
35,Albania,EU,Europe,2021-03-31,125157,2235,91271
36,Albania,EU,Europe,2021-04-30,131085,2394,109338
37,Albania,EU,Europe,2021-05-31,132315,2451,129431
38,Albania,EU,Europe,2021-06-30,132521,2456,130009
39,Albania,EU,Europe,2021-07-31,133081,2457,130222
40,Albania,EU,Europe,2021-08-31,146387,2498,0
41,Albania,EU,Europe,2021-09-30,170131,2698,0
42,Albania,EU,Europe,2021-10-31,185300,2924,0
43,Albania,EU,Europe,2021-11-06,187994,2948,0
44,Algeria,AF,Africa,2020-01-31,0,0,0
45,Algeria,AF,Africa,2020-02-29,1,0,0
46,Algeria,AF,Africa,2020-03-31,716,44,46
47,Algeria,AF,Africa,2020-04-30,4006,450,1779
48,Algeria,AF,Africa,2020-05-31,9394,653,5748
49,Algeria,AF,Africa,2020-06-30,13907,912,9897
50,Algeria,AF,Africa,2020-07-31,30394,1210,20537
51,Algeria,AF,Africa,2020-08-31,44494,1510,31244
52,Algeria,AF,Africa,2020-09-30,51530,1736,36174
53,Algeria,AF,Africa,2020-10-31,57942,1964,40201
54,Algeria,AF,Africa,2020-12-31,99610,2756,67127
55,Algeria,AF,Africa,2021-01-31,107339,2891,73344
56,Algeria,AF,Africa,2021-02-28,113092,2983,78098
57,Algeria,AF,Africa,2021-03-31,117192,3093,81538
58,Algeria,AF,Africa,2021-04-30,122108,3253,85108
59,Algeria,AF,Africa,2021-05-31,128913,3472,89839
60,Algeria,AF,Africa,2021-06-30,139626,3716,97089
61,Algeria,AF,Africa,2021-07-31,171392,4254,115276
62,Algeria,AF,Africa,2021-08-31,196080,5269,0
63,Algeria,AF,Africa,2021-09-30,203359,5812,0
64,Algeria,AF,Africa,2021-10-31,206452,5920,0
65,Algeria,AF,Africa,2021-11-06,207079,5941,0
66,Andorra,EU,Europe,2020-01-31,0,0,0
67,Andorra,EU,Europe,2020-02-29,0,0,0
68,Andorra,EU,Europe,2020-03-31,376,12,10
69,Andorra,EU,Europe,2020-04-30,745,42,468
70,Andorra,EU,Europe,2020-05-31,764,51,694
71,Andorra,EU,Europe,2020-06-30,855,52,799
72,Andorra,EU,Europe,2020-07-31,925,52,807
73,Andorra,EU,Europe,2020-08-31,1176,53,908
74,Andorra,EU,Europe,2020-09-30,2050,53,1432
75,Andorra,EU,Europe,2020-10-31,4756,75,3475
76,Andorra,EU,Europe,2020-12-31,8049,84,7432
77,Andorra,EU,Europe,2021-01-31,9937,101,9093
78,Andorra,EU,Europe,2021-02-28,10866,110,10446
79,Andorra,EU,Europe,2021-03-31,12010,115,11315
80,Andorra,EU,Europe,2021-04-30,13232,125,12684
81,Andorra,EU,Europe,2021-05-31,13727,127,13458
82,Andorra,EU,Europe,2021-06-30,13911,127,13720
83,Andorra,EU,Europe,2021-07-31,14678,128,14210
84,Andorra,EU,Europe,2021-08-31,15033,130,0
85,Andorra,EU,Europe,2021-09-30,15222,130,0
86,Andorra,EU,Europe,2021-10-31,15516,130,0
87,Andorra,EU,Europe,2021-11-06,15618,130,0
88,Angola,AF,Africa,2020-01-31,0,0,0
89,Angola,AF,Africa,2020-02-29,0,0,0
90,Angola,AF,Africa,2020-03-31,7,2,1
91,Angola,AF,Africa,2020-04-30,27,2,7
92,Angola,AF,Africa,2020-05-31,86,4,18
93,Angola,AF,Africa,2020-06-30,284,13,93
94,Angola,AF,Africa,2020-07-31,1148,52,437
95,Angola,AF,Africa,2020-08-31,2654,108,1071
96,Angola,AF,Africa,2020-09-30,4972,183,1941
97,Angola,AF,Africa,2020-10-31,10805,284,4523
98,Angola,AF,Africa,2020-12-31,17553,405,11044
99,Angola,AF,Africa,2021-01-31,19796,466,18035
100,Angola,AF,Africa,2021-02-28,20807,508,19322
101,Angola,AF,Africa,2021-03-31,22311,537,20493
102,Angola,AF,Africa,2021-04-30,26652,596,23876
103,Angola,AF,Africa,2021-05-31,34551,766,28079
104,Angola,AF,Africa,2021-06-30,38849,900,33242
105,Angola,AF,Africa,2021-07-31,42777,1011,37255
106,Angola,AF,Africa,2021-08-31,47544,1217,0
107,Angola,AF,Africa,2021-09-30,56583,1537,0
108,Angola,AF,Africa,2021-10-31,64433,1710,0
109,Angola,AF,Africa,2021-11-06,64654,1719,0
110,Antigua and Barbuda,NA,North America,2020-01-31,0,0,0
111,Antigua and Barbuda,NA,North America,2020-02-29,0,0,0
112,Antigua and Barbuda,NA,North America,2020-03-31,7,0,0
113,Antigua and Barbuda,NA,North America,2020-04-30,24,3,11
114,Antigua and Barbuda,NA,North America,2020-05-31,26,3,19
115,Antigua and Barbuda,NA,North America,2020-06-30,69,3,22
116,Antigua and Barbuda,NA,North America,2020-07-31,91,3,67
117,Antigua and Barbuda,NA,North America,2020-08-31,94,3,91
118,Antigua and Barbuda,NA,North America,2020-09-30,101,3,92
119,Antigua and Barbuda,NA,North America,2020-10-31,128,3,117
120,Antigua and Barbuda,NA,North America,2020-12-31,159,5,148
121,Antigua and Barbuda,NA,North America,2021-01-31,234,7,177
122,Antigua and Barbuda,NA,North America,2021-02-28,730,14,301
123,Antigua and Barbuda,NA,North America,2021-03-31,1136,28,820
124,Antigua and Barbuda,NA,North America,2021-04-30,1232,32,1014
125,Antigua and Barbuda,NA,North America,2021-05-31,1260,42,1213
126,Antigua and Barbuda,NA,North America,2021-06-30,1263,42,1221
127,Antigua and Barbuda,NA,North America,2021-07-31,1303,43,1235
128,Antigua and Barbuda,NA,North America,2021-08-31,1715,44,0
129,Antigua and Barbuda,NA,North America,2021-09-30,3231,79,0
130,Antigua and Barbuda,NA,North America,2021-10-31,4058,102,0
131,Antigua and Barbuda,NA,North America,2021-11-06,4091,105,0
132,Argentina,SA,South America,2020-01-31,0,0,0
133,Argentina,SA,South America,2020-02-29,0,0,0
134,Argentina,SA,South America,2020-03-31,1054,27,240
135,Argentina,SA,South America,2020-04-30,4428,218,1256
136,Argentina,SA,South America,2020-05-31,16851,539,5336
137,Argentina,SA,South America,2020-06-30,64530,1307,22028
138,Argentina,SA,South America,2020-07-31,191302,3543,83780
139,Argentina,SA,South America,2020-08-31,417735,8660,301195
140,Argentina,SA,South America,2020-09-30,751001,16937,594645
141,Argentina,SA,South America,2020-10-31,1166924,31002,973939
142,Argentina,SA,South America,2020-12-31,1625514,43245,1426676
143,Argentina,SA,South America,2021-01-31,1927239,47974,1721650
144,Argentina,SA,South America,2021-02-28,2107365,51965,1905021
145,Argentina,SA,South America,2021-03-31,2348821,55858,2102616
146,Argentina,SA,South America,2021-04-30,2977363,63865,2634306
147,Argentina,SA,South America,2021-05-31,3781784,78093,3350602
148,Argentina,SA,South America,2021-06-30,4470374,94304,4076921
149,Argentina,SA,South America,2021-07-31,4929764,105721,4569552
150,Argentina,SA,South America,2021-08-31,5185620,111812,0
151,Argentina,SA,South America,2021-09-30,5256902,115179,0
152,Argentina,SA,South America,2021-10-31,5288807,115950,0
153,Argentina,SA,South America,2021-11-06,5296188,116091,0
154,Armenia,AS,Asia,2020-01-31,0,0,0
155,Armenia,AS,Asia,2020-02-29,0,0,0
156,Armenia,AS,Asia,2020-03-31,532,3,30
157,Armenia,AS,Asia,2020-04-30,2066,32,929
158,Armenia,AS,Asia,2020-05-31,9282,131,3386
159,Armenia,AS,Asia,2020-06-30,25542,443,14048
160,Armenia,AS,Asia,2020-07-31,38550,738,28997
161,Armenia,AS,Asia,2020-08-31,43781,879,37722
162,Armenia,AS,Asia,2020-09-30,50359,959,44001
163,Armenia,AS,Asia,2020-10-31,89813,1341,55317
164,Armenia,AS,Asia,2020-12-31,159409,2823,142801
165,Armenia,AS,Asia,2021-01-31,167026,3080,157519
166,Armenia,AS,Asia,2021-02-28,172058,3192,163394
167,Armenia,AS,Asia,2021-03-31,192639,3515,173064
168,Armenia,AS,Asia,2021-04-30,216064,4108,198135
169,Armenia,AS,Asia,2021-05-31,222670,4438,213208
170,Armenia,AS,Asia,2021-06-30,225095,4514,216778
171,Armenia,AS,Asia,2021-07-31,230110,4614,219864
172,Armenia,AS,Asia,2021-08-31,242135,4844,0
173,Armenia,AS,Asia,2021-09-30,261697,5319,0
174,Armenia,AS,Asia,2021-10-31,308326,6328,0
175,Armenia,AS,Asia,2021-11-06,319016,6628,0
176,Australia,OC,Australia,2020-01-31,9,0,2
177,Australia,OC,Australia,2020-02-29,25,0,11
178,Australia,OC,Australia,2020-03-31,4559,18,358
179,Australia,OC,Australia,2020-04-30,6766,93,5742
180,Australia,OC,Australia,2020-05-31,7202,103,6618
181,Australia,OC,Australia,2020-06-30,7920,104,7040
182,Australia,OC,Australia,2020-07-31,17280,201,9983
183,Australia,OC,Australia,2020-08-31,25819,657,18356
184,Australia,OC,Australia,2020-09-30,27096,888,21655
185,Australia,OC,Australia,2020-10-31,27595,907,22188
186,Australia,OC,Australia,2020-12-31,28425,909,22565
187,Australia,OC,Australia,2021-01-31,28818,909,22805
188,Australia,OC,Australia,2021-02-28,28978,909,22909
189,Australia,OC,Australia,2021-03-31,29322,909,23012
190,Australia,OC,Australia,2021-04-30,29811,910,23294
191,Australia,OC,Australia,2021-05-31,30118,910,23583
192,Australia,OC,Australia,2021-06-30,30643,910,23811
193,Australia,OC,Australia,2021-07-31,34383,924,24093
194,Australia,OC,Australia,2021-08-31,55093,1012,0
195,Australia,OC,Australia,2021-09-30,107181,1311,0
196,Australia,OC,Australia,2021-10-31,172030,1743,0
197,Australia,OC,Australia,2021-11-06,180314,1815,0
198,Austria,EU,Europe,2020-01-31,0,0,0
199,Austria,EU,Europe,2020-02-29,9,0,0
200,Austria,EU,Europe,2020-03-31,10180,128,1095
201,Austria,EU,Europe,2020-04-30,15452,584,12907
202,Austria,EU,Europe,2020-05-31,16731,668,15593
203,Austria,EU,Europe,2020-06-30,17766,705,16478
204,Austria,EU,Europe,2020-07-31,21130,718,18758
205,Austria,EU,Europe,2020-08-31,27438,733,23226
206,Austria,EU,Europe,2020-09-30,44813,799,35644
207,Austria,EU,Europe,2020-10-31,104925,1109,67226
208,Austria,EU,Europe,2020-12-31,360815,6222,332952
209,Austria,EU,Europe,2021-01-31,414398,7721,392497
210,Austria,EU,Europe,2021-02-28,459440,8561,430415
211,Austria,EU,Europe,2021-03-31,546229,9339,501116
212,Austria,EU,Europe,2021-04-30,618870,10205,584777
213,Austria,EU,Europe,2021-05-31,644815,10603,628856
214,Austria,EU,Europe,2021-06-30,650412,10702,637751
215,Austria,EU,Europe,2021-07-31,659056,10737,643027
216,Austria,EU,Europe,2021-08-31,688305,10772,0
217,Austria,EU,Europe,2021-09-30,743095,11009,0
218,Austria,EU,Europe,2021-10-31,830981,11357,0
219,Austria,EU,Europe,2021-11-06,875333,11482,0
220,Azerbaijan,AS,Asia,2020-01-31,0,0,0
221,Azerbaijan,AS,Asia,2020-02-29,0,0,0
222,Azerbaijan,AS,Asia,2020-03-31,298,5,26
223,Azerbaijan,AS,Asia,2020-04-30,1804,24,1325
224,Azerbaijan,AS,Asia,2020-05-31,5494,63,3428
225,Azerbaijan,AS,Asia,2020-06-30,17524,213,9715
226,Azerbaijan,AS,Asia,2020-07-31,31878,448,25882
227,Azerbaijan,AS,Asia,2020-08-31,36435,534,33847
228,Azerbaijan,AS,Asia,2020-09-30,40229,591,37954
229,Azerbaijan,AS,Asia,2020-10-31,55269,730,43543
230,Azerbaijan,AS,Asia,2020-12-31,218700,2641,184422
231,Azerbaijan,AS,Asia,2021-01-31,230219,3132,223315
232,Azerbaijan,AS,Asia,2021-02-28,234537,3220,228768
233,Azerbaijan,AS,Asia,2021-03-31,261713,3567,238125
234,Azerbaijan,AS,Asia,2021-04-30,319109,4517,289460
235,Azerbaijan,AS,Asia,2021-05-31,333956,4913,324565
236,Azerbaijan,AS,Asia,2021-06-30,336047,4974,330219
237,Azerbaijan,AS,Asia,2021-07-31,343849,5023,332926
238,Azerbaijan,AS,Asia,2021-08-31,424891,5636,0
239,Azerbaijan,AS,Asia,2021-09-30,483902,6525,0
240,Azerbaijan,AS,Asia,2021-10-31,531370,7074,0
241,Azerbaijan,AS,Asia,2021-11-06,544650,7241,0
242,Bahamas,NA,North America,2020-01-31,0,0,0
243,Bahamas,NA,North America,2020-02-29,0,0,0
244,Bahamas,NA,North America,2020-03-31,14,0,1
245,Bahamas,NA,North America,2020-04-30,81,11,25
246,Bahamas,NA,North America,2020-05-31,102,11,48
247,Bahamas,NA,North America,2020-06-30,104,11,87
248,Bahamas,NA,North America,2020-07-31,574,14,91
249,Bahamas,NA,North America,2020-08-31,2217,50,801
250,Bahamas,NA,North America,2020-09-30,4123,96,2206
251,Bahamas,NA,North America,2020-10-31,6714,144,4422
252,Bahamas,NA,North America,2020-12-31,7871,170,6230
253,Bahamas,NA,North America,2021-01-31,8174,176,6771
254,Bahamas,NA,North America,2021-02-28,8519,179,7309
255,Bahamas,NA,North America,2021-03-31,9119,188,8597
256,Bahamas,NA,North America,2021-04-30,10453,199,9494
257,Bahamas,NA,North America,2021-05-31,11796,230,10730
258,Bahamas,NA,North America,2021-06-30,12586,246,11544
259,Bahamas,NA,North America,2021-07-31,14840,287,12606
260,Bahamas,NA,North America,2021-08-31,18139,354,0
261,Bahamas,NA,North America,2021-09-30,20984,531,0
262,Bahamas,NA,North America,2021-10-31,22351,643,0
263,Bahamas,NA,North America,2021-11-06,22485,657,0
264,Bahrain,AS,Asia,2020-01-31,0,0,0
265,Bahrain,AS,Asia,2020-02-29,41,0,0
266,Bahrain,AS,Asia,2020-03-31,567,4,295
267,Bahrain,AS,Asia,2020-04-30,3040,8,1500
268,Bahrain,AS,Asia,2020-05-31,11398,19,6673
269,Bahrain,AS,Asia,2020-06-30,26758,87,21331
270,Bahrain,AS,Asia,2020-07-31,40982,147,37840
271,Bahrain,AS,Asia,2020-08-31,51972,190,49047
272,Bahrain,AS,Asia,2020-09-30,70864,251,64838
273,Bahrain,AS,Asia,2020-10-31,81645,321,78719
274,Bahrain,AS,Asia,2020-12-31,92675,352,90217
275,Bahrain,AS,Asia,2021-01-31,103057,375,98599
276,Bahrain,AS,Asia,2021-02-28,122394,449,115089
277,Bahrain,AS,Asia,2021-03-31,144445,521,135315
278,Bahrain,AS,Asia,2021-04-30,176934,646,165928
279,Bahrain,AS,Asia,2021-05-31,240531,980,211024
280,Bahrain,AS,Asia,2021-06-30,265827,1352,261287
281,Bahrain,AS,Asia,2021-07-31,269186,1384,266796
282,Bahrain,AS,Asia,2021-08-31,272540,1388,0
283,Bahrain,AS,Asia,2021-09-30,275057,1389,0
284,Bahrain,AS,Asia,2021-10-31,276829,1393,0
285,Bahrain,AS,Asia,2021-11-06,277041,1393,0
286,Bangladesh,AS,Asia,2020-01-31,0,0,0
287,Bangladesh,AS,Asia,2020-02-29,0,0,0
288,Bangladesh,AS,Asia,2020-03-31,51,5,25
289,Bangladesh,AS,Asia,2020-04-30,7667,168,160
290,Bangladesh,AS,Asia,2020-05-31,47153,650,9781
291,Bangladesh,AS,Asia,2020-06-30,145483,1847,59624
292,Bangladesh,AS,Asia,2020-07-31,237661,3111,135136
293,Bangladesh,AS,Asia,2020-08-31,312996,4281,204887
294,Bangladesh,AS,Asia,2020-09-30,363479,5251,275487
295,Bangladesh,AS,Asia,2020-10-31,407684,5923,324145
296,Bangladesh,AS,Asia,2020-12-31,513510,7559,457459
297,Bangladesh,AS,Asia,2021-01-31,535139,8127,479744
298,Bangladesh,AS,Asia,2021-02-28,546216,8408,496924
299,Bangladesh,AS,Asia,2021-03-31,611295,9046,542099
300,Bangladesh,AS,Asia,2021-04-30,759132,11450,681426
301,Bangladesh,AS,Asia,2021-05-31,800540,12619,740372
302,Bangladesh,AS,Asia,2021-06-30,913258,14503,816250
303,Bangladesh,AS,Asia,2021-07-31,1249484,20685,1078212
304,Bangladesh,AS,Asia,2021-08-31,1500618,26195,0
305,Bangladesh,AS,Asia,2021-09-30,1555911,27510,0
306,Bangladesh,AS,Asia,2021-10-31,1569539,27868,0
307,Bangladesh,AS,Asia,2021-11-06,1570835,27891,0
308,Barbados,NA,North America,2020-01-31,0,0,0
309,Barbados,NA,North America,2020-02-29,0,0,0
310,Barbados,NA,North America,2020-03-31,34,0,0
311,Barbados,NA,North America,2020-04-30,81,7,39
312,Barbados,NA,North America,2020-05-31,92,7,76
313,Barbados,NA,North America,2020-06-30,97,7,90
314,Barbados,NA,North America,2020-07-31,110,7,96
315,Barbados,NA,North America,2020-08-31,174,7,146
316,Barbados,NA,North America,2020-09-30,190,7,179
317,Barbados,NA,North America,2020-10-31,237,7,221
318,Barbados,NA,North America,2020-12-31,383,7,319
319,Barbados,NA,North America,2021-01-31,1545,14,1158
320,Barbados,NA,North America,2021-02-28,3068,33,2407
321,Barbados,NA,North America,2021-03-31,3652,42,3465
322,Barbados,NA,North America,2021-04-30,3855,44,3768
323,Barbados,NA,North America,2021-05-31,4017,47,3922
324,Barbados,NA,North America,2021-06-30,4081,47,3999
325,Barbados,NA,North America,2021-07-31,4390,48,4229
326,Barbados,NA,North America,2021-08-31,5032,50,0
327,Barbados,NA,North America,2021-09-30,8381,74,0
328,Barbados,NA,North America,2021-10-31,17763,153,0
329,Barbados,NA,North America,2021-11-06,19831,172,0
330,Belarus,EU,Europe,2020-01-31,0,0,0
331,Belarus,EU,Europe,2020-02-29,1,0,0
332,Belarus,EU,Europe,2020-03-31,152,1,47
333,Belarus,EU,Europe,2020-04-30,14027,89,2386
334,Belarus,EU,Europe,2020-05-31,42556,235,18514
335,Belarus,EU,Europe,2020-06-30,62118,392,46054
336,Belarus,EU,Europe,2020-07-31,67808,559,62444
337,Belarus,EU,Europe,2020-08-31,71843,681,70468
338,Belarus,EU,Europe,2020-09-30,78631,833,74525
339,Belarus,EU,Europe,2020-10-31,98482,980,86663
340,Belarus,EU,Europe,2020-12-31,194284,1424,175147
341,Belarus,EU,Europe,2021-01-31,248336,1718,235838
342,Belarus,EU,Europe,2021-02-28,287306,1976,277995
343,Belarus,EU,Europe,2021-03-31,321807,2247,312320
344,Belarus,EU,Europe,2021-04-30,358738,2542,349013
345,Belarus,EU,Europe,2021-05-31,394439,2851,385382
346,Belarus,EU,Europe,2021-06-30,417189,3143,409797
347,Belarus,EU,Europe,2021-07-31,446040,3454,440200
348,Belarus,EU,Europe,2021-08-31,481532,3780,0
349,Belarus,EU,Europe,2021-09-30,538086,4143,0
350,Belarus,EU,Europe,2021-10-31,600168,4631,0
351,Belarus,EU,Europe,2021-11-06,612015,4730,0
352,Belgium,EU,Europe,2020-01-31,0,0,0
353,Belgium,EU,Europe,2020-02-29,1,0,1
354,Belgium,EU,Europe,2020-03-31,12775,705,1696
355,Belgium,EU,Europe,2020-04-30,48519,7594,11576
356,Belgium,EU,Europe,2020-05-31,58381,9467,15887
357,Belgium,EU,Europe,2020-06-30,61427,9747,16984
358,Belgium,EU,Europe,2020-07-31,68751,9841,17546
359,Belgium,EU,Europe,2020-08-31,85236,9895,18422
360,Belgium,EU,Europe,2020-09-30,118452,10016,19454
361,Belgium,EU,Europe,2020-10-31,429229,11625,25569
362,Belgium,EU,Europe,2020-12-31,646496,19528,0
363,Belgium,EU,Europe,2021-01-31,710153,21092,0
364,Belgium,EU,Europe,2021-02-28,771511,22077,0
365,Belgium,EU,Europe,2021-03-31,882453,23016,0
366,Belgium,EU,Europe,2021-04-30,990229,24230,0
367,Belgium,EU,Europe,2021-05-31,1062001,24955,0
368,Belgium,EU,Europe,2021-06-30,1085131,25173,0
369,Belgium,EU,Europe,2021-07-31,1124715,25241,0
370,Belgium,EU,Europe,2021-08-31,1184664,25380,0
371,Belgium,EU,Europe,2021-09-30,1244954,25602,0
372,Belgium,EU,Europe,2021-10-31,1360650,25994,0
373,Belgium,EU,Europe,2021-11-06,1414463,26131,0
374,Belize,NA,North America,2020-01-31,0,0,0
375,Belize,NA,North America,2020-02-29,0,0,0
376,Belize,NA,North America,2020-03-31,3,0,0
377,Belize,NA,North America,2020-04-30,18,2,9
378,Belize,NA,North America,2020-05-31,18,2,16
379,Belize,NA,North America,2020-06-30,24,2,18
380,Belize,NA,North America,2020-07-31,48,2,30
381,Belize,NA,North America,2020-08-31,1007,13,173
382,Belize,NA,North America,2020-09-30,1992,27,1246
383,Belize,NA,North America,2020-10-31,3487,59,2160
384,Belize,NA,North America,2020-12-31,10776,248,9795
385,Belize,NA,North America,2021-01-31,11908,301,11309
386,Belize,NA,North America,2021-02-28,12293,315,11836
387,Belize,NA,North America,2021-03-31,12456,317,12090
388,Belize,NA,North America,2021-04-30,12668,323,12218
389,Belize,NA,North America,2021-05-31,12809,324,12408
390,Belize,NA,North America,2021-06-30,13251,329,12654
391,Belize,NA,North America,2021-07-31,14163,337,13420
392,Belize,NA,North America,2021-08-31,16353,362,0
393,Belize,NA,North America,2021-09-30,20801,414,0
394,Belize,NA,North America,2021-10-31,26798,491,0
395,Belize,NA,North America,2021-11-06,27894,509,0
396,Benin,AF,Africa,2020-01-31,0,0,0
397,Benin,AF,Africa,2020-02-29,0,0,0
398,Benin,AF,Africa,2020-03-31,9,0,1
399,Benin,AF,Africa,2020-04-30,64,1,33
400,Benin,AF,Africa,2020-05-31,232,3,143
401,Benin,AF,Africa,2020-06-30,1199,21,333
402,Benin,AF,Africa,2020-07-31,1805,36,1036
403,Benin,AF,Africa,2020-08-31,2145,40,1738
404,Benin,AF,Africa,2020-09-30,2357,41,1973
405,Benin,AF,Africa,2020-10-31,2643,41,2418
406,Benin,AF,Africa,2020-12-31,3251,44,3061
407,Benin,AF,Africa,2021-01-31,3893,52,3421
408,Benin,AF,Africa,2021-02-28,5434,70,4248
409,Benin,AF,Africa,2021-03-31,7100,90,6452
410,Benin,AF,Africa,2021-04-30,7821,99,7580
411,Benin,AF,Africa,2021-05-31,8058,101,7893
412,Benin,AF,Africa,2021-06-30,8199,104,8000
413,Benin,AF,Africa,2021-07-31,8394,108,8136
414,Benin,AF,Africa,2021-08-31,13366,128,0
415,Benin,AF,Africa,2021-09-30,23890,159,0
416,Benin,AF,Africa,2021-10-31,24749,161,0
417,Benin,AF,Africa,2021-11-06,24804,161,0
418,Bhutan,AS,Asia,2020-01-31,0,0,0
419,Bhutan,AS,Asia,2020-02-29,0,0,0
420,Bhutan,AS,Asia,2020-03-31,4,0,0
421,Bhutan,AS,Asia,2020-04-30,7,0,5
422,Bhutan,AS,Asia,2020-05-31,43,0,6
423,Bhutan,AS,Asia,2020-06-30,77,0,48
424,Bhutan,AS,Asia,2020-07-31,101,0,89
425,Bhutan,AS,Asia,2020-08-31,225,0,142
426,Bhutan,AS,Asia,2020-09-30,282,0,222
427,Bhutan,AS,Asia,2020-10-31,349,0,324
428,Bhutan,AS,Asia,2020-12-31,670,0,448
429,Bhutan,AS,Asia,2021-01-31,859,1,814
430,Bhutan,AS,Asia,2021-02-28,867,1,865
431,Bhutan,AS,Asia,2021-03-31,873,1,869
432,Bhutan,AS,Asia,2021-04-30,1074,1,961
433,Bhutan,AS,Asia,2021-05-31,1620,1,1308
434,Bhutan,AS,Asia,2021-06-30,2100,1,1773
435,Bhutan,AS,Asia,2021-07-31,2515,2,2374
436,Bhutan,AS,Asia,2021-08-31,2596,3,0
437,Bhutan,AS,Asia,2021-09-30,2601,3,0
438,Bhutan,AS,Asia,2021-10-31,2621,3,0
439,Bhutan,AS,Asia,2021-11-06,2623,3,0
440,Bolivia,SA,South America,2020-01-31,0,0,0
441,Bolivia,SA,South America,2020-02-29,0,0,0
442,Bolivia,SA,South America,2020-03-31,107,6,0
443,Bolivia,SA,South America,2020-04-30,1167,62,132
444,Bolivia,SA,South America,2020-05-31,9982,313,968
445,Bolivia,SA,South America,2020-06-30,33219,1123,9340
446,Bolivia,SA,South America,2020-07-31,76789,2977,23582
447,Bolivia,SA,South America,2020-08-31,116598,5027,60408
448,Bolivia,SA,South America,2020-09-30,135311,7965,95529
449,Bolivia,SA,South America,2020-10-31,141757,8725,111503
450,Bolivia,SA,South America,2020-12-31,160124,9165,132097
451,Bolivia,SA,South America,2021-01-31,216835,10379,159222
452,Bolivia,SA,South America,2021-02-28,249010,11649,193032
453,Bolivia,SA,South America,2021-03-31,272411,12257,221962
454,Bolivia,SA,South America,2021-04-30,303732,12951,250380
455,Bolivia,SA,South America,2021-05-31,371279,14524,295273
456,Bolivia,SA,South America,2021-06-30,439624,16767,360926
457,Bolivia,SA,South America,2021-07-31,473506,17821,407932
458,Bolivia,SA,South America,2021-08-31,490879,18452,0
459,Bolivia,SA,South America,2021-09-30,500445,18735,0
460,Bolivia,SA,South America,2021-10-31,513584,18925,0
461,Bolivia,SA,South America,2021-11-06,517229,18960,0
462,Bosnia and Herzegovina,EU,Europe,2020-01-31,0,0,0
463,Bosnia and Herzegovina,EU,Europe,2020-02-29,0,0,0
464,Bosnia and Herzegovina,EU,Europe,2020-03-31,420,13,17
465,Bosnia and Herzegovina,EU,Europe,2020-04-30,1757,69,727
466,Bosnia and Herzegovina,EU,Europe,2020-05-31,2510,153,1862
467,Bosnia and Herzegovina,EU,Europe,2020-06-30,4453,186,2402
468,Bosnia and Herzegovina,EU,Europe,2020-07-31,11876,339,5959
469,Bosnia and Herzegovina,EU,Europe,2020-08-31,19964,609,13095
470,Bosnia and Herzegovina,EU,Europe,2020-09-30,27469,856,20616
471,Bosnia and Herzegovina,EU,Europe,2020-10-31,50090,1234,28083
472,Bosnia and Herzegovina,EU,Europe,2020-12-31,110985,4050,77225
473,Bosnia and Herzegovina,EU,Europe,2021-01-31,121497,4679,94604
474,Bosnia and Herzegovina,EU,Europe,2021-02-28,130979,5071,115847
475,Bosnia and Herzegovina,EU,Europe,2021-03-31,169626,6599,130492
